,Fuel Type Code,Station Name,State,ZIP,Latitude,Longitude
15331,ELEC,SYEMC HQ,NC,27017,36.388179,-80.718715
15332,ELEC,CHARGEPOINT CENTRAL MARKET,WA,98370,47.746624,-122.636916
15335,ELEC,ESTES PARKING TOWN HALL LOT 1,CO,80517,40.377958,-105.519686
15336,ELEC,LPA N QUEEN GARAGE,PA,17603,40.044788,-76.307734
15337,ELEC,BUILDINGB1 EV STATION 03,NC,28036,35.511096,-80.847662
15338,ELEC,BUILDINGB1 EV STATION 04,NC,28036,35.511692,-80.851429
15339,ELEC,MTE EDMONDS SCHOOL,WA,98043,47.798901,-122.3025
15340,ELEC,THE GREEN @ LWR WINNDIXIE 2,FL,34202,27.433714,-82.42732
15341,ELEC,THE GREEN @ LWR LA FITNESS 2,FL,34202,27.433643,-82.424651
15342,ELEC,PUBLIC PARKING FLOOR 2 SPACE 9,CO,80202,39.748358,-104.992576
15343,ELEC,PORTMOODY KYLE CENTRE 1,BC,V3H 2B2,49.275862,-122.857022
15344,ELEC,OBE POWER MYSTIC POINTE 1,FL,33180,25.953362,-80.128856
15347,ELEC,GEORGIA STATE GSU CLARKSTON,GA,30021,33.791288,-84.233887
15348,ELEC,AURARIA 5TH ST GARAGE4,CO,80204,39.742932,-105.010465
15349,ELEC,POINTE@POLARIS EV STATION 04,OH,43240,40.14733,-82.973858
15350,ELEC,The Cannery,MT,59715,45.692092,-111.033698
15351,ELEC,BEACON STATION 2,GA,30315,33.726018,-84.377472
15352,ELEC,GARAGE C #1 GARAGE A LVL 1C,VA,23518,36.899599,-76.206422
15353,ELEC,GOOGLE PIT-BAK-1-03,PA,15206,40.457673,-79.916393
15354,ELEC,GARAGE C #1 GARAGE A LVL 1B,VA,23518,36.899734,-76.206656
15355,ELEC,BOULDER N BOULDER REC 1,CO,80304,40.032839,-105.280947
15356,ELEC,THE HUB HUB LVL 2 RIGHT,PA,15222,40.455787,-79.980377
15357,ELEC,City of Kingsport - Fleet Maintenance,TN,37660,36.547698,-82.573355
15358,ELEC,City of Kingsport - Water Sewer Department,TN,37660,36.522178,-82.528577
15359,ELEC,Kennebec Valley Community College - Café Parking Lot,ME,04937,44.59331591690321,-69.61122448808288
15360,ELEC,Inter Sign National,MD,21201,39.290886,-76.600847
15361,ELEC,Ingles Market,NC,28734,35.156931,-83.392158
15362,ELEC,The Factory - Franklin,NC,28734,35.160381,-83.389547
15363,ELEC,The Inn on Biltmore Estate,NC,28803,35.5568,-82.577065
15364,ELEC,Village Hotel on Biltmore Estate,NC,28803,35.554142,-82.582147
15365,ELEC,Element 79 Vineyards,CA,95684,38.596754,-120.679764
15366,ELEC,Bellevue State Park,DE,19809,39.77709475591643,-75.49636645565033
15367,ELEC,HOFFMAN HONDA 1 SHOP 02,CT,06070,41.819522,-72.867885
15368,ELEC,BRANDEIS ATHLETICS LOT,MA,02453,42.36468,-71.256531
15369,ELEC,PORTMOODY RECCENTRE-A,BC,V3H 2V7,49.282995,-122.830614
15370,ELEC,PORTMOODY CIVIC-SINGLE,BC,V3H 5C3,49.282381,-122.830061
15371,ELEC,DELTA AIR LINES DOMESTIC CARGO1,GA,30320,33.64049,-84.412414
15372,ELEC,AUDUBONEASTERLY STATION 1,MA,02032,42.146235,-71.211305
15373,ELEC,City Way,IN,46204,39.762081,-86.15439
15374,ELEC,Indiana State Parking Garage,IN,46204,39.766081,-86.165964
15375,ELEC,UNICOPROPERTIES 4845 PEARL 2,CO,80301,40.020529,-105.2358
15376,ELEC,UNICOPROPERTIES 2500 55TH ST,CO,80301,40.024741,-105.224737
15377,ELEC,ENDICOTT EC GARAGE FLR 3,MA,01915,42.554358,-70.839994
15379,ELEC,CM MOTORS CMMAG 1,ME,04901,44.543703,-69.674709
15380,ELEC,THE LIBERTY STATION 1,MN,55427,45.005577,-93.378769
15381,ELEC,PORTMOODY OOH1,BC,V3H 3A3,49.290418,-122.845919
15382,ELEC,HARPER COLLEGE LOT 1,IL,60067,42.07948,-88.074352
15383,ELEC,CITY OF WILM MKT ST DECK,NC,28401,34.235975,-77.947846
15384,ELEC,CITY OF FREMONT FREMONT MALL 1,NE,68025,41.452206,-96.485639
15385,ELEC,FAIRFIELD INN - Tesla Supercharger,AL,35613,34.785416,-86.942864
15386,ELEC,Auburn Mall - Tesla Supercharger,AL,36830,32.627837,-85.445105
15387,ELEC,Uptown Entertainment District - Tesla Supercharger,AL,35203,33.525826,-86.807072
15388,ELEC,Hampton Inn Greenville - Tesla Supercharger,AL,36037,31.855989,-86.635765
15389,ELEC,The Bel Air Mall - Tesla Supercharger,AL,36606,30.671556,-88.118644
15390,ELEC,Oxford Exchange - Tesla Supercharger,AL,36203,33.609937,-85.782118
15391,ELEC,Love's Travel Stop - Tesla Supercharger,AL,35987,33.933824,-86.191611
15392,ELEC,Outlets of Little Rock - Tesla Supercharger,AR,72210,34.6614,-92.41031
15393,ELEC,Carl's Jr. - Sundance Towne Center - Tesla Supercharger,AZ,85326,33.443011,-112.556876
15394,ELEC,Culver's - Tesla Supercharger,AZ,85194,32.878773,-111.681694
15395,ELEC,Courtyard Marriott Flagstaff - Tesla Supercharger,AZ,86001,35.174151,-111.663194
15396,ELEC,Burger King Holbrook - Tesla Supercharger,AZ,86025,34.922962,-110.145558
15397,ELEC,Carl's Jr. Kingman - Tesla Supercharger,AZ,86401,35.191331,-114.065592
15398,ELEC,Shell & Subway Travel Center - Tesla Supercharger,AZ,86333,34.32753,-112.11846
15399,ELEC,Courtyard Page at Lake Powell - Tesla Supercharger,AZ,86040,36.924902,-111.468041
15400,ELEC,Biltmore Fashion Park - Tesla Supercharger,AZ,85016,33.511837,-112.026803
15401,ELEC,Deer Valley Town Center - Tesla Supercharger,AZ,85027,33.667055,-112.120898
15402,ELEC,Carl's Jr. - Tesla Supercharger,AZ,85346,33.660784,-114.241801
15403,ELEC,Scottsdale Quarter - Tesla Supercharger,AZ,85254,33.623538,-111.922986
15404,ELEC,La Encantada - Tesla Supercharger,AZ,85718,32.325618,-110.931033
15405,ELEC,Shell Gas Station and Convenience Store - Tesla Supercharger,AZ,85747,32.083995,-110.803381
15406,ELEC,Holiday Inn Express - Tesla Supercharger,AZ,85643,32.270148,-109.845989
15407,ELEC,Hilton Garden Inn/ Pivot Point Conference Center - Tesla Supercharger,AZ,85364,32.726686,-114.619093
15408,ELEC,Rabobank - Tesla Supercharger,CA,93422,35.486585,-120.666378
15409,ELEC,Baker Shell - Tesla Supercharger,CA,92309,35.262655,-116.08074
15410,ELEC,Easy Trip Food Store - Tesla Supercharger,CA,93314,35.354643,-119.331607
15411,ELEC,Ayres Hotel Barstow - Tesla Supercharger,CA,92311,34.849124,-117.085459
15412,ELEC,Santa Ynez Valley Marriott - Tesla Supercharger,CA,93427,34.614555,-120.188432
15413,ELEC,Burbank Town Center - Tesla Supercharger,CA,91502,34.184915,-118.311702
15414,ELEC,"Buttonwillow, CA - Tesla Supercharger",CA,93206,35.400105,-119.397796
15415,ELEC,Desert Hills Premium Outlets - Tesla Supercharger,CA,92230,33.931316,-116.820082
15416,ELEC,Harris Ranch Inn and Restaurant - Tesla Supercharger,CA,93210,36.254143,-120.23792
15417,ELEC,The Veranda - Tesla Supercharger,CA,94520,37.970182,-122.058569
15418,ELEC,Rabobank Corning - Tesla Supercharger,CA,96021,39.92646,-122.1984
15419,ELEC,Crescent City Downtown Parking - Tesla Supercharger,CA,95531,41.752393,-124.1944
15420,ELEC,Westfield Culver City - Tesla Supercharger,CA,90230,33.986765,-118.390162
15421,ELEC,Main Street Cupertino - Tesla Supercharger,CA,95014,37.324431,-122.009041
15422,ELEC,Stonewood Center - Tesla Supercharger,CA,90241,33.934471,-118.121217
15423,ELEC,The Commons at Gallatin Road - Tesla Supercharger,CA,90240,33.953385,-118.112905
15424,ELEC,Tesla Service Center Dublin - Tesla Supercharger,CA,94568,37.703163,-121.925304
15425,ELEC,Gateway 101 - Tesla Supercharger,CA,94303,37.459637,-122.137653
15426,ELEC,Imperial Valley Mall - Tesla Supercharger,CA,92243,32.760837,-115.532486
15427,ELEC,Bayshore Mall - Tesla Supercharger,CA,95501,40.778885,-124.188383
15428,ELEC,Solano Town Center Mall - Tesla Supercharger,CA,94533,38.261782,-122.052399
15429,ELEC,Tenaya Lodge - Tesla Supercharger,CA,93623,37.473828,-119.635893
15430,ELEC,Folsom Premium Outlets - Tesla Supercharger,CA,95630,38.642291,-121.18813
15431,ELEC,Palladio at Broadstone - Tesla Supercharger,CA,95630,38.647199,-121.118344
15432,ELEC,PetSmart/Souplantation - Tesla Supercharger,CA,92708,33.70275,-117.934297
15433,ELEC,Target - Tesla Supercharger,CA,94538,37.544293,-121.984002
15434,ELEC,Tesla Fremont Delivery - Tesla Supercharger,CA,94538,37.492713,-121.944627
15435,ELEC,Marketplace at El Paseo - Tesla Supercharger,CA,93722,36.835455,-119.91058
15436,ELEC,Gilroy Premium Outlets - Tesla Supercharger,CA,95020,37.02445,-121.56535
15437,ELEC,The Americana at Brand - Tesla Supercharger,CA,91210,34.145132,-118.257249
15438,ELEC,County Parking Lot - Tesla Supercharger,CA,95321,37.838679,-120.23199
15439,ELEC,Casa de Fruta - Tesla Supercharger,CA,95023,36.989864,-121.380447
15440,ELEC,Indio Towne Center - Tesla Supercharger,CA,92203,33.741291,-116.215029
15441,ELEC,Inyokern Market - Tesla Supercharger,CA,93527,35.646451,-117.812644
15442,ELEC,Bernard Drive - Tesla Supercharger,CA,93239,35.987304,-119.961818
15443,ELEC,Outlets at Lake Elsinore - Tesla Supercharger,CA,92530,33.698633,-117.348704
15444,ELEC,Petro Shopping Center - Tesla Supercharger,CA,93243,34.98737,-118.946272
15445,ELEC,Lone Pine Film History Museum - Tesla Supercharger,CA,93545,36.60059,-118.061916
15446,ELEC,Mammoth Lakes - Park & Ride - Tesla Supercharger,CA,93546,37.644519,-118.965499
15447,ELEC,The Promenade Shops at Orchard Valley - Tesla Supercharger,CA,95337,37.782622,-121.228683
15448,ELEC,Anthony's Grill - Tesla Supercharger,CA,93501,35.068595,-118.174576
15449,ELEC,Del Monte Shopping Center - Tesla Supercharger,CA,93940,36.585749,-121.898726
15450,ELEC,Mt Shasta Shopping Center - Tesla Supercharger,CA,96067,41.31032,-122.315934
15451,ELEC,Best Western Plus Treehouse Mt. Shasta - Tesla Supercharger,CA,96067,41.310222,-122.31731
15452,ELEC,Computer History Museum - Tesla Supercharger,CA,94043,37.415328,-122.076575
15453,ELEC,Allied Clean Fuels - Tesla Supercharger,CA,94558,38.235578,-122.263886
15454,ELEC,Westside Shell - Tesla Supercharger,CA,92363,34.850835,-114.624329
15455,ELEC,The Collection at RiverPark - Tesla Supercharger,CA,93036,34.238115,-119.178084
15456,ELEC,East Washington Place Shopping Center - Tesla Supercharger,CA,94952,38.242676,-122.625023
15457,ELEC,Victoria Gardens - Tesla Supercharger,CA,91739,34.113584,-117.529427
15458,ELEC,Hilton Garden Inn Redondo Beach - Tesla Supercharger,CA,90278,33.894227,-118.367407
15459,ELEC,Mission Square Parking Garage - Tesla Supercharger,CA,92501,33.98152,-117.376073
15460,ELEC,Tesla Service Center Rocklin - Tesla Supercharger,CA,95677,38.80086,-121.210529
15461,ELEC,Westfield Galleria at Roseville - Tesla Supercharger,CA,95678,38.771208,-121.266149
15462,ELEC,Promenade at Sacramento Gateway - Tesla Supercharger,CA,95834,38.6378,-121.497172
15463,ELEC,Harden Ranch Plaza - Tesla Supercharger,CA,93906,36.715623,-121.653963
15464,ELEC,Inland Center - Tesla Supercharger,CA,92408,34.084096,-117.299376
15465,ELEC,San Carlos Marketplace - Tesla Supercharger,CA,94070,37.503005,-122.24544
15466,ELEC,Outlets at San Clemente - Tesla Supercharger,CA,92672,33.436793,-117.626864
15467,ELEC,Qualcomm Incorporated - Tesla Supercharger,CA,92121,32.902166,-117.193699
15468,ELEC,6th & A Parking Garage - Tesla Supercharger,CA,92101,32.71915,-117.159545
15469,ELEC,Union Bank - Tesla Supercharger,CA,92675,33.498538,-117.66309
15470,ELEC,Madonna Inn - Tesla Supercharger,CA,93405,35.265129,-120.676216
15471,ELEC,Park Place - Tesla Supercharger,CA,94403,37.5447,-122.29011
15472,ELEC,Target - Tesla Supercharger,CA,94404,37.558395,-122.28434
15473,ELEC,Mainplace Mall - Tesla Supercharger,CA,92705,33.775859,-117.872041
15474,ELEC,Tesla Service Center - Tesla Supercharger,CA,93955,36.61697,-121.843973
15475,ELEC,Target - Tesla Supercharger,CA,94086,37.37339,-122.032893
15476,ELEC,The Promenade in Temecula - Tesla Supercharger,CA,92591,33.52421,-117.152568
15477,ELEC,The Rock - Tesla Supercharger,CA,96161,39.321865,-120.1621
15478,ELEC,Gateway at Donner Pass - Tesla Supercharger,CA,96161,39.327438,-120.20741
15479,ELEC,Tortoise Rock Casino - Tesla Supercharger,CA,92277,34.12046,-116.050953
15480,ELEC,City of Ukiah Municipal Parking Lot E - Tesla Supercharger,CA,95482,39.1481,-123.208604
15481,ELEC,Vacaville Premium Outlets - Tesla Supercharger,CA,95687,38.366645,-121.958136
15482,ELEC,Bridgeport Marketplace - Tesla Supercharger,CA,91355,34.430977,-118.554099
15483,ELEC,EddieWorld - Tesla Supercharger,CA,92398,34.90697,-116.834617
15484,ELEC,Inn at Aspen - Tesla Supercharger,CO,81611,39.204837,-106.858507
15485,ELEC,Twenty Ninth Street - Tesla Supercharger,CO,80301,40.020289,-105.257022
15486,ELEC,Cascade Parking Garage - Tesla Supercharger,CO,80903,38.837573,-104.824889
15487,ELEC,Hampton Inn & Suites - Tesla Supercharger,CO,80239,39.77512,-104.794648
15488,ELEC,The Stanley Hotel - Tesla Supercharger,CO,80517,40.38382,-105.519754
15489,ELEC,Residence Inn Glenwood Springs - Tesla Supercharger,CO,81601,39.552676,-107.340171
15490,ELEC,Arby's - Tesla Supercharger,CO,80828,39.268975,-103.708626
15491,ELEC,Park Meadows - Tesla Supercharger,CO,80124,39.562731,-104.873454
15492,ELEC,"Embassy Suites by Hilton Loveland Hotel, Spa & Conference Center - Tesla Supercharger",CO,80538,40.441566,-104.991324
15493,ELEC,Outlets At Silverthorne - Tesla Supercharger,CO,80498,39.631467,-106.070818
15494,ELEC,Trinidad Fuel Stop - Tesla Supercharger,CO,81082,37.134167,-104.519352
15495,ELEC,Danbury Fair Mall - Tesla Supercharger,CT,06810,41.379441,-73.477961
15496,ELEC,Connecticut Welcome Center - Tesla Supercharger,CT,06820,41.07986,-73.462126
15497,ELEC,Connecticut Welcome Center - Tesla Supercharger,CT,06820,41.068155,-73.503238
15498,ELEC,Greenwich Southbound Travel Plaza - Tesla Supercharger,CT,06830,41.040555,-73.673445
15499,ELEC,Greenwich Northbound Travel Plaza - Tesla Supercharger,CT,06830,41.041538,-73.671661
15500,ELEC,777 Main Street - Tesla Supercharger,CT,06824,41.766493,-72.674129
15501,ELEC,The Plaza at Buckland Hills - Tesla Supercharger,CT,06042,41.80452,-72.562282
15502,ELEC,Connecticut Post Mall - Tesla Supercharger,CT,06460,41.238119,-73.036133
15503,ELEC,Corbins Corner Shopping Center - Tesla Supercharger,CT,06110,41.722672,-72.759717
15504,ELEC,Wawa - Tesla Supercharger,DE,19958,38.74431,-75.153308
15505,ELEC,"Newark, DE - Tesla Supercharger",DE,19702,39.663509,-75.690168
15506,ELEC,Renaissance Centre - Tesla Supercharger,FL,32701,28.665051,-81.381411
15507,ELEC,Aventura Mall - Tesla Supercharger,FL,33180,25.959456,-80.143016
15508,ELEC,Regency Square - Tesla Supercharger,FL,33511,27.940665,-82.323525
15509,ELEC,Delray Marketplace - Tesla Supercharger,FL,33446,26.455624,-80.190377
15510,ELEC,Sonny's BBQ - Tesla Supercharger,FL,33034,25.456567,-80.474333
15511,ELEC,Colonial Square - Tesla Supercharger,FL,33966,26.60777,-81.809942
15512,ELEC,Florida Keys Marathon Airport - Tesla Supercharger,FL,33050,24.72611,-81.047912
15513,ELEC,Museum Garage - Tesla Supercharger,FL,33137,25.813933,-80.194551
15514,ELEC,Bayfront - Tesla Supercharger,FL,34102,26.144547,-81.788834
15515,ELEC,Market Street at Heath Brook - Tesla Supercharger,FL,34474,29.140981,-82.193938
15516,ELEC,Wawa - Tesla Supercharger,FL,32819,28.449796,-81.466107
15517,ELEC,Wawa - Tesla Supercharger,FL,33782,27.846096,-82.678125
15518,ELEC,The Fountains - Tesla Supercharger,FL,33324,26.108605,-80.252444
15519,ELEC,The Pavilion - Tesla Supercharger,FL,32128,29.108571,-81.034603
15520,ELEC,Town Center at St. Lucie West - Tesla Supercharger,FL,34986,27.31293,-80.406743
15521,ELEC,University Station - Tesla Supercharger,FL,34238,27.386298,-82.464374
15522,ELEC,St. Augustine Premium Outlets - Tesla Supercharger,FL,32092,29.924286,-81.416018
15523,ELEC,Village Commons Shopping Center - Tesla Supercharger,FL,32309,30.510908,-84.247841
15524,ELEC,Wawa - Tesla Supercharger,FL,33619,27.965335,-82.402003
15525,ELEC,Turkey Lake Service Plaza - Tesla Supercharger,FL,32835,28.514873,-81.500189
15526,ELEC,Hammock Landing - Tesla Supercharger,FL,32904,28.037013,-80.664151
15527,ELEC,Epps Bridge Centre - Tesla Supercharger,GA,30606,33.917081,-83.452989
15528,ELEC,Atlantic Station - Tesla Supercharger,GA,30363,33.79382,-84.39713
15529,ELEC,Sheraton Augusta Hotel - Tesla Supercharger,GA,30907,33.514985,-82.04446
15530,ELEC,Kingsland Welcome Center - Tesla Supercharger,GA,31548,30.790734,-81.663625
15531,ELEC,Savannah/Hilton Head International Airport - Tesla Supercharger,GA,31408,32.135885,-81.212853
15532,ELEC,Hy-Vee - Tesla Supercharger,IA,52241,41.680372,-91.591467
15533,ELEC,Metro Crossing Shopping Center - Tesla Supercharger,IA,51501,41.220921,-95.835579
15534,ELEC,Hy-Vee - Tesla Supercharger,IA,52807,41.575888,-90.513526
15535,ELEC,Hy-Vee - Tesla Supercharger,IA,50266,41.599019,-93.806336
15536,ELEC,Dows Junction - Tesla Supercharger,IA,50071,42.674008,-93.462779
15537,ELEC,Hy-Vee - Tesla Supercharger,IA,52003,42.487579,-90.664071
15538,ELEC,Oxford Suites Boise - Tesla Supercharger,ID,83709,43.592251,-116.27942
15539,ELEC,Neider Retail - Tesla Supercharger,ID,83815,47.708479,-116.794283
15540,ELEC,Snake River Landing - Tesla Supercharger,ID,83402,43.485152,-112.05205
15541,ELEC,The Clarion Inn - Tesla Supercharger,ID,83201,42.899615,-112.435248
15542,ELEC,Twin Falls Visitor Center - Tesla Supercharger,ID,83301,42.597887,-114.455249
15543,ELEC,Woodman's Markets - Tesla Supercharger,IL,60542,41.802949,-88.370249
15544,ELEC,Meijer - Tesla Supercharger,IL,60440,41.722171,-88.03744
15545,ELEC,Meijer - Tesla Supercharger,IL,61822,40.146204,-88.259828
15546,ELEC,CherryVale Mall - Tesla Supercharger,IL,61112,42.243893,-88.978895
15547,ELEC,The Maxwell - Tesla Supercharger,IL,60607,41.869126,-87.639971
15548,ELEC,The Aqua at Lakeshore East - Tesla Supercharger,IL,60601,41.88651,-87.61972
15549,ELEC,3030 North Broadway - Tesla Supercharger,IL,60657,41.937552,-87.644709
15550,ELEC,Country Club Plaza - Tesla Supercharger,IL,60478,41.585206,-87.721114
15551,ELEC,Jack Flash - Effingham - Tesla Supercharger,IL,62401,39.137114,-88.563468
15552,ELEC,Abt Electronics - Tesla Supercharger,IL,60025,42.0771634,-87.860828
15553,ELEC,Holiday Inn Mt. Vernon - Tesla Supercharger,IL,62864,38.316292,-88.955923
15554,ELEC,Hy-Vee - Tesla Supercharger,IL,61354,41.348503,-89.126115
15555,ELEC,Meijer - Tesla Supercharger,IL,60008,42.049832,-87.994959
15556,ELEC,Village Crossing - Tesla Supercharger,IL,60077,42.008864,-87.76335
15557,ELEC,Legacy Pointe - Tesla Supercharger,IL,62711,39.748868,-89.67119
15558,ELEC,Meijer - Tesla Supercharger,IN,46032,39.971892,-86.15263
15559,ELEC,"Ramada Angola, 6 Autumns Food & Spirits - Tesla Supercharger",IN,46703,41.699048,-85.000326
15560,ELEC,Switch Parking Garage - Tesla Supercharger,IN,46038,39.9576,-86.016125
15561,ELEC,Meijer - Tesla Supercharger,IN,46818,41.138488,-85.163426
15562,ELEC,La Quinta South Indianapolis - Tesla Supercharger,IN,46203,39.702238,-86.07959
15563,ELEC,Lafayette - Tesla Supercharger,IN,47905,40.41621,-86.814089
15564,ELEC,Meijer - Tesla Supercharger,IN,46410,41.468657,-87.343363
15565,ELEC,University Park Mall - Tesla Supercharger,IN,46545,41.717337,-86.18863
15566,ELEC,Meijer - Tesla Supercharger,IN,47803,39.443345,-87.331737
15567,ELEC,Oasis Travel Plaza - Tesla Supercharger,KS,67701,39.361344,-101.054067
15568,ELEC,Holiday Inn Express - Tesla Supercharger,KS,67735,39.326258,-101.725107
15569,ELEC,Applebee's - Tesla Supercharger,KS,67601,38.900543,-99.319142
15570,ELEC,Holiday Inn Express - Tesla Supercharger,KS,67401,38.877342,-97.618699
15571,ELEC,Arby's - Tesla Supercharger,KS,66604,39.04438,-95.760267
15572,ELEC,Applebee's - Tesla Supercharger,KS,67216,37.60878,-97.33314
15573,ELEC,The Hampton Inn Hotel - Tesla Supercharger,KY,42055,37.073405,-88.124752
15574,ELEC,Meijer Store #161 - Tesla Supercharger,KY,40509,38.017955,-84.420664
15575,ELEC,Tourist Information Center - Tesla Supercharger,KY,40741,37.14916,-84.11385
15576,ELEC,Sullivan University - Tesla Supercharger,KY,40205,38.211962,-85.67319
15577,ELEC,Holiday Inn Alexandria Downtown - Tesla Supercharger,LA,71301,31.312424,-92.446436
15578,ELEC,Acadian Village Shopping Center - Tesla Supercharger,LA,70808,30.423892,-91.154637
15579,ELEC,Prien Lake Shopping Center - Tesla Supercharger,LA,70601,30.199071,-93.248782
15580,ELEC,TownePlace Suites Monroe - Tesla Supercharger,LA,71203,32.496455,-92.055059
15581,ELEC,Mall St. Vincent - Tesla Supercharger,LA,71104,32.478594,-93.75437
15582,ELEC,Fremaux Town Center - Tesla Supercharger,LA,70458,30.266552,-89.760156
15583,ELEC,Auburn Mall - Tesla Supercharger,MA,01501,42.203734,-71.833059
15584,ELEC,South Bay Town Center - Tesla Supercharger,MA,02125,42.3255,-71.0633
15585,ELEC,The Prudential Center - Tesla Supercharger,MA,02199,42.34717,-71.081003
15586,ELEC,"Cambridge, MA - Tesla Supercharger",MA,02141,42.3685,-71.0762
15587,ELEC,Tesla Service Center Dedham - Tesla Supercharger,MA,02026,42.236461,-71.178325
15588,ELEC,Shopper's World - Tesla Supercharger,MA,01701,42.303647,-71.394175
15589,ELEC,Pride Store - Tesla Supercharger,MA,01035,42.338748,-72.609253
15590,ELEC,Big Y Supermarket - Tesla Supercharger,MA,01238,42.295745,-73.239226
15591,ELEC,The Mall at Whitney Field - Tesla Supercharger,MA,01453,42.529592,-71.744201
15592,ELEC,Mansfield Crossing - Tesla Supercharger,MA,02048,42.013724,-71.23175
15593,ELEC,Dunkin' Donuts - Tesla Supercharger,MA,02562,41.781195,-70.540289
15594,ELEC,Riverdale Shops - Tesla Supercharger,MA,01089,42.130914,-72.621435
15595,ELEC,Maryland House Travel Plaza - Tesla Supercharger,MD,21001,39.497944,-76.230931
15596,ELEC,Rio Washingtonian Center - Tesla Supercharger,MD,20878,39.118193,-77.20231
15597,ELEC,Royal Farms - Tesla Supercharger,MD,21638,38.965729,-76.220938
15598,ELEC,Hagerstown Premium Outlets - Tesla Supercharger,MD,21740,39.605859,-77.733324
15599,ELEC,Sheetz - Tesla Supercharger,MD,21502,39.636287,-78.845731
15600,ELEC,Towne Center at Laurel - Tesla Supercharger,MD,20707,39.095382,-76.858319
15601,ELEC,Chesapeake House Travel Plaza - Tesla Supercharger,MD,21901,39.61224,-76.00878
15602,ELEC,The Centre at Salisbury - Tesla Supercharger,MD,21801,38.4016,-75.56489
15603,ELEC,Marketplace at Augusta - Tesla Supercharger,ME,04330,44.347885,-69.786042
15604,ELEC,Ruby Tuesday - Tesla Supercharger,ME,04412,44.775828,-68.734647
15605,ELEC,L.L.Bean Flagship Store - Tesla Supercharger,ME,04032,43.858834,-70.104067
15606,ELEC,Meijer - Tesla Supercharger,MI,48103,42.241125,-83.766522
15607,ELEC,Meijer - Tesla Supercharger,MI,48326,42.706861,-83.289364
15608,ELEC,Meijer - Tesla Supercharger,MI,48706,43.622061,-83.932241
15609,ELEC,Meijer - Tesla Supercharger,MI,49307,43.689751,-85.515625
15610,ELEC,Meijer - Tesla Supercharger,MI,49601,44.28254,-85.40306
15611,ELEC,Meijer - Tesla Supercharger,MI,49735,45.025653,-84.722194
15612,ELEC,Meijer - Tesla Supercharger,MI,49512,42.914231,-85.533057
15613,ELEC,The Heights at Eastwood - Tesla Supercharger,MI,48912,42.766531,-84.514574
15614,ELEC,Meijer - Tesla Supercharger,MI,48150,42.379388,-83.329535
15615,ELEC,Meijer - Tesla Supercharger,MI,49444,43.155334,-86.202959
15616,ELEC,The Blue Water Convention Center - Tesla Supercharger,MI,48060,42.998817,-82.428935
15617,ELEC,Meijer - Tesla Supercharger,MI,48066,42.522029,-82.90675
15618,ELEC,"St. Joseph, MI - Tesla Supercharger",MI,49085,42.056357,-86.456352
15619,ELEC,The Arrowwood Lodge at Brainerd Lake - Tesla Supercharger,MN,56401,46.378836,-94.256378
15620,ELEC,The Holiday Inn - Tesla Supercharger,MN,55802,46.784467,-92.10232
15621,ELEC,Tobies Restaurant - Tesla Supercharger,MN,55037,46.009797,-92.93137
15622,ELEC,Hy-Vee - Tesla Supercharger,MN,55128,44.964892,-92.961249
15623,ELEC,Hy-Vee - Tesla Supercharger,MN,55902,44.006337,-92.470924
15624,ELEC,Ground Round Grill & Bar - Tesla Supercharger,MN,56187,43.63385,-95.595647
15625,ELEC,The Holiday Inn - Columbia East - Tesla Supercharger,MO,65201,38.957778,-92.252761
15626,ELEC,Stoney Creek Hotel & Conference Center - Tesla Supercharger,MO,64055,39.040814,-94.369265
15627,ELEC,Hy-Vee - Tesla Supercharger,MO,64151,39.246302,-94.644925
15628,ELEC,El Bracero - Tesla Supercharger,MO,63801,36.893583,-89.533986
15629,ELEC,Hy-Vee - Tesla Supercharger,MO,65065,38.161838,-92.605664
15630,ELEC,Bandana's Bar-B-Q - Tesla Supercharger,MO,65401,37.940065,-91.801675
15631,ELEC,Macadoodles Fine Wine & Spirits - Tesla Supercharger,MO,65803,37.251836,-93.265534
15632,ELEC,Bogey Hills Plaza - Tesla Supercharger,MO,63303,38.78216,-90.5329
15633,ELEC,Sayle C-Store - Tesla Supercharger,MS,38901,33.787384,-89.849614
15634,ELEC,Bonita Lakes Mall - Tesla Supercharger,MS,39301,32.35778,-88.671246
15635,ELEC,Outlets of Mississippi - Tesla Supercharger,MS,39208,32.274159,-90.151048
15636,ELEC,The Mall at Barnes Crossing - Tesla Supercharger,MS,38804,34.311537,-88.700841
15637,ELEC,The Fort - Tesla Supercharger,MT,59011,45.83626,-109.94341
15638,ELEC,Billings Big Horn Resort - Tesla Supercharger,MT,59102,45.734046,-108.604932
15639,ELEC,Hilton Garden Inn Bozeman - Tesla Supercharger,MT,59715,45.70007,-111.06329
15640,ELEC,Best Western Plus Butte Plaza Inn - Tesla Supercharger,MT,59701,45.981226,-112.507161
15641,ELEC,S&S Foods - Tesla Supercharger,MT,59872,47.192149,-114.888901
15642,ELEC,Jan's Cafe - Tesla Supercharger,MT,59739,44.632492,-112.591718
15643,ELEC,Best Western Plus Grant Creek Inn - Tesla Supercharger,MT,59808,46.914375,-114.031924
15644,ELEC,Grizzly & Wolf Discovery Center - Tesla Supercharger,MT,59758,44.656089,-111.099022
15645,ELEC,Asheville Outlets - Tesla Supercharger,NC,28806,35.531428,-82.604495
